0,6,17,13,16,19,26,16,23,42,0,0,0,0,0
0,6,17,13,24,20,26,16,35,0,0,0,0,0,0
0,6,17,13,24,20,26,45,0,0,0,0,0,0,0
0,6,17,13,24,20,26,45,0,0,0,0,0,0,0
0,6,17,7,18,14,20,26,29,48,0,0,0,0,0
0,6,17,7,18,14,20,23,23,42,0,0,0,0,0
0,6,17,13,24,20,26,29,25,44,0,0,0,0,0
0,6,17,13,24,20,27,46,0,0,0,0,0,0,0
0,6,17,13,24,20,26,22,41,0,0,0,0,0,0
0,6,17,13,24,20,26,26,45,0,0,0,0,0,0
0,6,17,13,24,20,26,45,0,0,0,0,0,0,0
0,6,17,13,24,20,26,45,0,0,0,0,0,0,0
0,6,17,13,24,20,27,23,29,48,0,0,0,0,0
0,6,17,13,24,20,26,22,41,0,0,0,0,0,0
0,6,17,13,16,19,25,28,18,37,0,0,0,0,0
0,6,17,13,24,20,26,29,25,44,0,0,0,0,0
0,6,17,13,19,38,28,24,35,31,42,49,59,0,0
0,6,17,13,24,20,26,29,25,44,0,0,0,0,0
0,6,17,13,24,20,20,23,29,48,0,0,0,0,0
0,6,17,13,24,20,26,45,0,0,0,0,0,0,0
0,6,17,13,24,20,26,45,0,0,0,0,0,0,0
0,6,17,13,24,20,26,16,35,0,0,0,0,0,0
0,6,17,13,24,20,26,26,45,0,0,0,0,0,0
0,6,17,23,42,32,22,33,23,34,41,48,59,0,0
0,6,17,13,24,20,26,45,0,0,0,0,0,0,0
0,6,17,13,24,20,26,45,0,0,0,0,0,0,0
0,6,17,7,18,14,20,39,0,0,0,0,0,0,0
0,6,17,17,13,24,20,26,45,0,0,0,0,0,0
0,6,17,13,24,20,26,45,0,0,0,0,0,0,0
0,6,17,7,18,14,20,39,0,0,0,0,0,0,0
