0.6,3260
0.7,2548
0.8,2237
0.9,2009
1,1542
0.6,1401
0.7,2485
0.8,2264
0.9,1700
1,1542
0.6,11635
0.7,2217
0.8,1732
0.9,1825
1,1542
0.6,5900
0.7,2572
0.8,2030
0.9,11308
1,1542
0.6,4086
0.7,3191
0.8,1892
0.9,1860
1,1542
0.6,3769
0.7,3200
0.8,1757
0.9,1006
1,1542
0.6,3092
0.7,1819
0.8,1863
0.9,1602
1,1542
0.6,1479
0.7,2903
0.8,1783
0.9,2011
1,1542
