0,6,17,36,43,49,60,50,61,51,62,52,0,0,0
0,6,17,36,43,53,68,74,85,0,0,0,0,0,0
0,6,17,36,43,53,68,74,85,0,0,0,0,0,0
0,6,17,36,43,53,68,78,87,93,104,0,0,0,0
0,3,14,33,40,50,65,75,81,92,0,0,0,0,0
0,6,17,36,43,53,68,74,85,0,0,0,0,0,0
0,6,17,36,43,53,68,78,85,96,107,0,0,0,0
0,6,17,36,43,53,68,74,85,0,0,0,0,0,0
0,6,17,36,43,53,68,74,85,0,0,0,0,0,0
0,6,17,36,43,53,68,74,85,0,0,0,0,0,0
0,3,14,33,40,46,57,47,58,48,59,49,0,0,0
0,6,17,36,43,53,68,78,87,93,104,0,0,0,0
0,3,14,33,40,50,65,71,82,0,0,0,0,0,0
0,6,17,36,43,53,68,78,84,95,0,0,0,0,0
0,6,17,36,43,53,68,74,85,0,0,0,0,0,0
0,6,17,36,43,53,68,74,85,0,0,0,0,0,0
0,6,17,36,43,53,68,74,85,0,0,0,0,0,0
0,6,17,23,42,49,59,74,0,0,0,0,0,0,0
0,6,17,36,43,53,68,74,85,0,0,0,0,0,0
0,6,17,36,43,53,68,74,85,0,0,0,0,0,0
0,9,12,23,42,49,59,74,80,91,102,0,0,0,0
0,6,17,36,43,53,68,74,85,0,0,0,0,0,0
0,6,17,36,43,53,68,78,84,95,0,0,0,0,0
0,6,17,36,43,53,68,78,84,95,0,0,0,0,0
0,6,17,36,43,53,68,78,87,93,104,0,0,0,0
0,6,17,36,43,53,68,74,85,0,0,0,0,0,0
0,6,17,36,43,53,68,78,87,93,104,0,0,0,0
0,6,17,29,35,54,61,71,86,76,87,77,88,0,0
0,6,17,36,43,53,68,74,85,0,0,0,0,0,0
0,6,17,36,43,53,68,78,87,93,104,0,0,0,0
0,3,14,33,40,50,65,71,82,0,0,0,0,0,0
0,3,14,33,40,50,65,75,84,90,101,0,0,0,0
0,6,17,36,43,53,68,74,85,0,0,0,0,0,0
0,3,14,33,40,50,65,71,82,0,0,0,0,0,0
0,3,14,20,39,46,56,71,0,0,0,0,0,0,0
0,6,17,36,43,53,68,74,85,0,0,0,0,0,0
0,7,18,29,48,55,65,80,86,97,0,0,0,0,0
0,3,14,33,40,50,65,71,82,0,0,0,0,0,0
0,3,14,33,40,50,65,71,82,0,0,0,0,0,0
0,6,17,36,43,53,68,78,93,99,110,0,0,0,0
0,6,17,36,43,53,68,74,85,0,0,0,0,0,0
0,7,18,29,48,55,65,80,86,97,0,0,0,0,0
0,3,14,33,40,50,65,71,82,0,0,0,0,0,0
0,6,17,36,43,53,68,78,93,99,110,0,0,0,0
0,3,14,33,40,50,65,71,82,0,0,0,0,0,0
0,6,17,36,39,45,56,46,57,47,58,48,0,0,0
0,6,17,36,43,53,68,74,85,0,0,0,0,0,0
0,6,17,36,43,53,68,74,85,0,0,0,0,0,0
0,3,14,33,40,50,59,74,80,91,0,0,0,0,0
0,6,17,36,43,53,68,74,85,0,0,0,0,0,0
0,3,14,33,40,50,65,71,82,0,0,0,0,0,0
0,6,17,36,43,53,68,74,85,0,0,0,0,0,0
0,9,15,26,45,52,62,77,83,94,105,0,0,0,0
0,6,17,36,43,53,68,74,85,0,0,0,0,0,0
0,3,14,33,40,50,65,75,81,92,0,0,0,0,0
0,6,17,36,43,53,68,78,93,99,110,0,0,0,0
0,6,17,36,43,53,68,78,87,93,104,0,0,0,0
0,6,17,36,43,53,68,74,85,0,0,0,0,0,0
0,6,17,36,43,53,68,78,87,93,104,0,0,0,0
0,6,17,23,29,48,55,65,80,70,81,71,82,0,0
0,6,17,36,43,53,68,74,85,0,0,0,0,0,0
0,3,14,33,40,50,65,71,82,0,0,0,0,0,0
0,7,18,29,48,55,65,80,86,97,0,0,0,0,0
