0,6,17,36,43,53,68,78,87,93,104,0,0,0,0
0,6,17,36,43,53,59,70,85,0,0,0,0,0,0
0,6,17,36,43,53,68,78,87,93,104,0,0,0,0
0,6,17,36,43,53,68,78,87,93,104,0,0,0,0
0,6,17,36,43,53,68,78,84,95,0,0,0,0,0
0,6,13,19,30,49,60,79,85,96,0,0,0,0,0
0,6,17,36,43,53,68,78,84,95,0,0,0,0,0
0,6,17,36,43,53,68,78,84,95,0,0,0,0,0
0,6,17,36,43,53,68,78,84,95,0,0,0,0,0
0,6,9,20,39,50,69,80,86,97,0,0,0,0,0
0,6,9,20,39,50,69,80,86,97,0,0,0,0,0
0,6,17,36,43,53,68,78,84,95,0,0,0,0,0
0,6,17,36,42,53,0,0,0,0,0,0,0,0,0
0,6,17,36,47,66,77,83,94,0,0,0,0,0,0
0,9,15,26,45,64,83,89,95,106,0,0,0,0,0
0,6,17,36,47,50,69,0,0,0,0,0,0,0,0
0,6,17,36,47,66,77,83,94,0,0,0,0,0,0
0,6,17,36,47,66,77,83,94,0,0,0,0,0,0
